C15030005300;04052015;44494201;33
C15030005300;04052015;45460501;22
C15030005300;04052015;44574301;18
C15030005300;04052015;44318501;10
C15030005300;04052015;44318502;11
C15030005300;04052015;44318503;8
C15030005300;04052015;44318504;7
C15030005300;04052015;44469801;20
C15030005300;04052015;44315341;31
C15030005300;04052015;44315342;10
C15030005300;04052015;44315343;8
C15030005300;04052015;44315344;12
C15030005300;04052015;44469701;6
C15030005300;04052015;44469702;4
C15030005300;04052015;44469703;9
