C14060005041;06082014;43979001;2
C14060005041;06082014;44844512;2
C14060005041;06082014;43913801;2
C14060005041;06082014;43913802;1
C14060005041;06082014;43913803;1
C14060005041;06082014;43913804;1
C14060005041;06082014;42918981;1
C14060005041;06082014;42918982;1
C14060005041;06082014;42918983;1
C14060005041;06082014;42918984;2
C14060005041;06082014;44318601;1
C14060005041;06082014;44318602;1
C14060005041;06082014;44318603;1
C14060005041;06082014;44318604;3
C14060005041;06082014;43979215;3
C14060005041;06082014;43865720;1
C14060005041;06082014;43381717;2
C14060005041;06082014;43381718;2
C14060005041;06082014;43381719;1
C14060005041;06082014;43381720;3
C14060005041;06082014;44250716;1
C14060005041;06082014;44318603;2
C14060005041;06082014;42869401;1
C14060005041;06082014;43853101;2
C14060005041;06082014;44035533;1
C14060005041;06082014;44035534;1
C14060005041;06082014;44035535;1
C14060005041;06082014;44035536;1
