C17090000808;12092017;44844413;6
C17090000808;12092017;44844414;3
C17090000808;12092017;44574301;32
C17090000808;12092017;44035533;14
C17090000808;12092017;44035534;10
C17090000808;12092017;44035535;10
C17090000808;12092017;44035536;10
C17090000808;12092017;42931701;10
C17090000808;12092017;44917601;64
C17090000808;12092017;44844509;4
C17090000808;12092017;44036044;10
C17090000808;12092017;44315128;11
C17090000808;12092017;44318502;5
C17090000808;12092017;44315344;5
C17090000808;12092017;44318602;8
C17090000808;12092017;44318603;8
C17090000808;12092017;44318604;9
C17090000808;12092017;44318503;2
C17090000808;12092017;44844510;2
C17090000808;12092017;44844512;2
C17090000808;12092017;45460512;25
