C14090006704;06102014;42931602;1
C14090006704;06102014;43854901;2
C14090006704;06102014;45395709;2
C14090006704;06102014;45395710;2
C14090006704;06102014;45395711;2
C14090006704;06102014;45395712;2
C14090006704;06102014;44059213;1
C14090006704;06102014;44059214;5
C14090006704;06102014;44059215;5
C14090006704;06102014;44059216;5
C14090006704;06102014;42931701;5
C14090006704;06102014;44341901;3
C14090006704;06102014;42869401;3
C14090006704;06102014;43979001;3
C14090006704;06102014;42918101;7
C14090006704;06102014;42918102;4
C14090006704;06102014;42918103;2
C14090006704;06102014;42918104;4
