C17060010007;06072017;44315127;15
C17060010007;06072017;44318503;21
C17060010007;06072017;44289101;13
C17060010007;06072017;44315341;18
C17060010007;06072017;44315343;26
C17060010007;06072017;44917617;78
C17060010007;06072017;44315128;13
C17060010007;06072017;44318501;9
C17060010007;06072017;44318502;7
C17060010007;06072017;44315126;6
C17060010007;06072017;44035534;8
C17060010007;06072017;44574301;23
C17060010007;06072017;45456306;38
C17060010007;06072017;44318601;8
C17060010007;06072017;44318602;13
C17060010007;06072017;44318604;11
C17060010007;06072017;44318603;8
C17060010007;06072017;44318504;18
C17060010007;06072017;52123603;39
C17060010007;06072017;45460512;26
