C18070002897;25072018;45396209;53
C18070002897;25072018;45396210;61
C18070002897;25072018;45396211;73
C18070002897;25072018;45396212;86
C18070002897;25072018;45395711;12
C18070002897;25072018;45395712;13
C18070002897;25072018;45395710;10
C18070002897;25072018;45395709;19
C18070002897;25072018;45531222;3
C18070002897;25072018;45536521;9
C18070002897;25072018;45536522;13
C18070002897;25072018;45536523;16
C18070002897;25072018;45536537;23
C18070002897;25072018;45460512;12
