C17070006789;12092017;43979215;33
C17070006789;12092017;44469701;18
C17070006789;12092017;44315341;57
C17070006789;12092017;44315342;46
C17070006789;12092017;44315343;37
C17070006789;12092017;44315344;68
C17070006789;12092017;44059216;8
C17070006789;12092017;45396212;18
C17070006789;12092017;44917617;163
C17070006789;12092017;44973596;13
C17070006789;12092017;45536523;6
C17070006789;12092017;45103727;3
C17070006789;12092017;45103763;6
C17070006789;12092017;44574301;57
C17070006789;12092017;45460512;39
C17070006789;12092017;45456301;26
C17070006789;12092017;45103726;8
